"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Aug 19 09:01:19 GMT 2022","Fri Aug 19 09:01:19 GMT 2022","22","Monkkee Regression Test","Login","tests.LoginPageTest","tests.LoginPageTest","userShouldBeLoggedIn","Validation that user could login with valid credentials",""
"broken","Fri Aug 19 09:01:19 GMT 2022","Fri Aug 19 09:01:19 GMT 2022","1","Monkkee Regression Test","Login","tests.LoginPageTest","tests.LoginPageTest","setUp","setUp",""
