"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Aug 23 11:28:11 GMT 2022","Tue Aug 23 11:28:21 GMT 2022","9803","Monkkee Regression Test","Create entry","tests.HomePageTest","tests.HomePageTest","newEntryShouldBeCreated","Validation that new entry can be created",""
"passed","Tue Aug 23 11:27:42 GMT 2022","Tue Aug 23 11:27:47 GMT 2022","4649","Monkkee Regression Test","Login","tests.LoginPageTest","tests.LoginPageTest","userShouldBeLoggedIn","Validation that user could login with valid credentials",""
