"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 26 11:29:22 GMT 2022","Fri Aug 26 11:29:28 GMT 2022","5505","Monkkee Regression Test","Create entry","tests.HomePageTest","tests.HomePageTest","newEntryShouldBeCreated","Validation that new entry can be created",""
"passed","Fri Aug 26 11:29:00 GMT 2022","Fri Aug 26 11:29:03 GMT 2022","3561","Monkkee Regression Test","Login","tests.LoginPageTest","tests.LoginPageTest","userShouldBeLoggedIn","Validation that user could login with valid credentials",""
